comparison_hash,n_rows,n_users,choice_entropy_bits,dominant_choice_share,choice_a,choice_b,choice_c,choice_d,waves,languages
cbb689142eaaaaf1832234484e5559882d8fe4a2,1,1,-0.0,1.0,1,0,0,0,1,en
6276c66e775bf72ed5ac147fb53f34482442ceea,1,1,-0.0,1.0,0,1,0,0,1,en
fc4700429637069dd04634f1f9efdcfcde305b77,1,1,-0.0,1.0,0,1,0,0,1,it
98da22fdb452050be7f7c883e5e39a2781da38d3,1,1,-0.0,1.0,0,0,1,0,1,en
3ec13b729c39fc590ccac0ae49bfe0141286bd37,1,1,-0.0,1.0,0,0,1,0,1,en
b2316b4950119fb557741a42648d673ef37b0a40,1,1,-0.0,1.0,0,0,0,1,1,fr
5056bddc12da66fcc8296781bb2a418abece2123,1,1,-0.0,1.0,1,0,0,0,1,en
bec5fde1d78d4ca6e5366bedbe86a6860c8f8518,1,1,-0.0,1.0,1,0,0,0,1,pt
3240b257a6f9388f7e269f785e89ac14e0c075e2,1,1,-0.0,1.0,0,0,0,1,1,pt
c0bcafa3483b6facf90cbea814979dc0a68e0c9c,1,1,-0.0,1.0,0,0,1,0,1,hi
c5e247d25cef7304086d3cb641ae2221d961873d,1,1,-0.0,1.0,1,0,0,0,1,en
272742a1c1201f0f6e429969561b85019dcd1f1c,1,1,-0.0,1.0,0,1,0,0,1,en
c2bbff03c3955f888151381b6b2c629558eb816e,1,1,-0.0,1.0,0,0,1,0,1,fr
a607edf52b2810da046dae1492625573c358f846,1,1,-0.0,1.0,1,0,0,0,1,en
d4a9debb4c3e7f3b3dd07e3bf5728579df37a450,1,1,-0.0,1.0,1,0,0,0,1,it
9812b9438e6d32d450ecb1e385271f7b6410aee7,1,1,-0.0,1.0,0,1,0,0,1,en
9cd5470990dfa357fa1e92d59bf4b73db7f35e78,1,1,-0.0,1.0,1,0,0,0,1,it
7d96fd7202c5a5e3450286661bd92f601201f5e3,1,1,-0.0,1.0,0,1,0,0,1,en
5a0aac3d4eb9e9dee8d8be1915b8debb9720db71,1,1,-0.0,1.0,0,0,0,1,1,en
26703868696ea34966905c3577b4bf58dff218ee,1,1,-0.0,1.0,0,0,1,0,1,it
7e8486791dbb04b0b3982fe4909a9bf01398b1c1,1,1,-0.0,1.0,0,0,1,0,1,en
420c66a86e01b264527cab6d5c0ec2f4c10ebc25,1,1,-0.0,1.0,0,0,1,0,1,hi
039650eae4f02355c57dd386568c2ca333c98323,1,1,-0.0,1.0,0,0,1,0,1,it
eb623b23ec8a3c2df248761e76274a407196875f,1,1,-0.0,1.0,1,0,0,0,1,en
28f98692b0ddaa35f047087eb571ecc158f6ac4b,1,1,-0.0,1.0,0,1,0,0,1,pt
896c261893ca2e225e512b7617540a6fa5abadbc,1,1,-0.0,1.0,1,0,0,0,1,hi
a49976523da0acc00fc7627fe2f1cf259283fec9,1,1,-0.0,1.0,1,0,0,0,1,it
ff749c0d2fa7c0848b3a9b69d7ef7bc83e6761aa,1,1,-0.0,1.0,1,0,0,0,1,pt
a4c917135f92ff9bd4a34100e01fd16e4f1fa50c,1,1,-0.0,1.0,0,0,0,1,1,en
d73804907827431f33f525e37960ef5ac8d594ee,1,1,-0.0,1.0,1,0,0,0,1,fr
542f190ac10daa2badb4ed2c1072849a94e8535b,1,1,-0.0,1.0,1,0,0,0,1,pt
2fde4209d94791f81ec3cb2f05d1417eb03404fa,1,1,-0.0,1.0,1,0,0,0,1,fr
19ac89e0047eab78b2f27589e0fcd307a0351fba,1,1,-0.0,1.0,0,1,0,0,1,pt
2dea7c0357dab9e2551fefe84e4b743983e5fe9e,1,1,-0.0,1.0,1,0,0,0,1,pt
00e8a1054c621791c6def9d13e81db4bb477ae92,1,1,-0.0,1.0,0,0,0,1,1,en
a7b49b4c4a549700217a52ff8f075aba1fc39c2f,1,1,-0.0,1.0,0,0,0,1,1,fr
1d571483608478c0e412426c63261693cfe2518f,1,1,-0.0,1.0,1,0,0,0,1,fr
34e40a23733a4664373e5cce88ed8269a45a53ff,1,1,-0.0,1.0,0,0,0,1,1,fr
3e5e7e991413dcfcc00fcbf37952783c7c498058,1,1,-0.0,1.0,0,1,0,0,1,fr
18bb85320008c666a8822ba4fd5337fbfb4760fd,1,1,-0.0,1.0,1,0,0,0,1,fr
563181d4f1b83e1262469d18bab8113b0a418b23,1,1,-0.0,1.0,1,0,0,0,1,en
68130dd50c9d8fc9fb4798cb928c2aba250a4870,1,1,-0.0,1.0,1,0,0,0,1,it
caa65028a4d6ecbbfb6f331a18739756e05d9682,1,1,-0.0,1.0,0,0,1,0,1,hi
9420d8506700ecc7675440b163dba7268e1fad8d,1,1,-0.0,1.0,1,0,0,0,1,en
01a7665caeac5ecdada62093f551928ec492432f,1,1,-0.0,1.0,0,0,0,1,1,en
9a0ac355746ccc9bf3dbfd4fc81e27c082319356,1,1,-0.0,1.0,0,0,1,0,1,hi
013e78edb88948d733328f2225bc94446ac1d433,1,1,-0.0,1.0,0,0,1,0,1,en
cf645e4a3bbd1d278c3e9830b4f8ca84f09d0a83,1,1,-0.0,1.0,0,0,0,1,1,en
69422575a0172b47fa038242f28b56900e2bc428,1,1,-0.0,1.0,0,1,0,0,1,en
49d3fc112a784c4f938a34ca55c8952d14b9df07,1,1,-0.0,1.0,1,0,0,0,1,en
ac50c853d649b7b5b2250151695df5f2f648bf24,1,1,-0.0,1.0,0,0,1,0,1,hi
d9ee61fc8c195c80a8f81b44ead0e617306c3615,1,1,-0.0,1.0,0,0,0,1,1,en
880bf205e1e3de792a39210f39724619ab5eb3a4,1,1,-0.0,1.0,1,0,0,0,1,hi
a08ddaceeb9bf684e405d9985ef3f18a2f58a1ef,1,1,-0.0,1.0,0,0,0,1,1,pt
44934eb210813f82eee50b9f634abe0db3e87e8e,1,1,-0.0,1.0,0,0,0,1,1,hi
734ce72ceb78f56c8e1f8a8a43e7357a4f3e028c,1,1,-0.0,1.0,0,0,0,1,1,fr
990387d2dad8a3a98d4db144749ecffce701cf3a,1,1,-0.0,1.0,0,1,0,0,1,it
46bef62cef766034b0e022b44561dbabf88e162d,1,1,-0.0,1.0,1,0,0,0,1,pt
a9f7bcabb72dd5b43ac733d6d6ea00b623b2bef5,1,1,-0.0,1.0,1,0,0,0,1,en
2d5cb668f1d67a14bbc2a52fca11cfd8c90cfb21,1,1,-0.0,1.0,0,1,0,0,1,en
6321cf18ac66fc773be99fcc870b80fb6675a2d9,1,1,-0.0,1.0,1,0,0,0,1,fr
5d94607364bd632018c1f27b978ece962b683431,1,1,-0.0,1.0,1,0,0,0,1,en
9c1356c87c9178f7582d86c5469adf92b06107bc,1,1,-0.0,1.0,0,1,0,0,1,hi
14f1d7033c1630f20f45547604b3e847798a5800,1,1,-0.0,1.0,1,0,0,0,1,en
61f7d8be4a5ae06c108f01eba3ff1809c589cba4,1,1,-0.0,1.0,1,0,0,0,1,en
d97651b967667f75958664279f917b32da6a6692,1,1,-0.0,1.0,1,0,0,0,1,pt
ec58aa7ccd449dd61dbf88424eab4786fbc19fb2,1,1,-0.0,1.0,1,0,0,0,1,en
385f9f152dd00803473e65134821c8fda6bd5220,1,1,-0.0,1.0,1,0,0,0,1,en
798c31d955f47e08608061f30078121006a28be8,1,1,-0.0,1.0,1,0,0,0,1,hi
6c20697c3f77c28743fa84790a3af39ba2eacaac,1,1,-0.0,1.0,1,0,0,0,1,hi
bd950e36cb84d9a8423bc1529b59ac82da52645f,1,1,-0.0,1.0,0,0,1,0,1,en
48bc91f103c7b7fad4c8b34f30bc4da7cf92669f,1,1,-0.0,1.0,1,0,0,0,1,en
d738ec95eb12b616303ff74cfb9d663df1cf56bb,1,1,-0.0,1.0,0,0,1,0,1,it
b8c68b4b77f49fb28b11f477ca419134f2082fb9,1,1,-0.0,1.0,1,0,0,0,1,pt
0e2ee8f6ea6a736c862384c1850a1404dc8baeb4,1,1,-0.0,1.0,0,0,0,1,1,fr
a3fc6f15fc87097d8ca8f6afb054da6c4ca8109c,1,1,-0.0,1.0,1,0,0,0,1,fr
e3dd9204347092971567f9ca16b660a60749745a,1,1,-0.0,1.0,1,0,0,0,1,en
2416b4fdd9323c103141091e0f99611fa7de1665,1,1,-0.0,1.0,1,0,0,0,1,it
2f9efd5feac91516e9d63a64a469fc6a58902b3d,1,1,-0.0,1.0,1,0,0,0,1,en
97fc0b396ed4877bd68f5ca90cf889e7d3c407ee,1,1,-0.0,1.0,1,0,0,0,1,it
19a12f6bfcbc85ea155972e83c9e233fbff7a4e6,1,1,-0.0,1.0,1,0,0,0,1,it
37251e5cef8dc68ce38c32603fa63afe840c775f,1,1,-0.0,1.0,0,0,1,0,1,it
3c665b17aecdcca38e0651c727fa5068582312ca,1,1,-0.0,1.0,0,0,1,0,1,fr
da25b1cfb92244950b31e0cdaf64e6aa9f9b1571,1,1,-0.0,1.0,0,1,0,0,1,fr
36c640b44ea398fb646258f80e9c16d34ebd75e4,1,1,-0.0,1.0,1,0,0,0,1,fr
7d8f59adb7b654181b6a71fdf87b70346ce84d5c,1,1,-0.0,1.0,0,0,0,1,1,pt
525656d62cc69ff22170ec6be619273c8b8bc41b,1,1,-0.0,1.0,1,0,0,0,1,fr
db246540a0c2cc5e73e1076dd9d7846239c6df1e,1,1,-0.0,1.0,0,1,0,0,1,pt
08db837436e07f984876073a26bc34ef7b53bf0f,1,1,-0.0,1.0,0,1,0,0,1,en
f185916de696105f7570f04efa4b69b7f2d3a210,1,1,-0.0,1.0,1,0,0,0,1,fr
f69742dbc75d82ffbc5ef14c9b48924993663d5d,1,1,-0.0,1.0,0,0,1,0,1,fr
5f1453b0d9721cc25cd2638de0677299d58c27ee,1,1,-0.0,1.0,1,0,0,0,1,en
90e8da77048436dfe9abbb1a08db85e0354b47b6,1,1,-0.0,1.0,0,0,1,0,1,fr
0588cfbe645a675b08c1ff2f333579cb994ece2a,1,1,-0.0,1.0,0,0,0,1,1,pt
ac61bd8d06174d115f399c69c869ce6cfdf39fb8,1,1,-0.0,1.0,0,0,0,1,1,fr
bfb04df344eb5abf2385755471103cc7adad2338,1,1,-0.0,1.0,0,0,1,0,1,pt
d349c0dee5edbb9935693daf361500ea2db52a05,1,1,-0.0,1.0,0,1,0,0,1,en
72738992f872511af8f0e77fcd7423c7c8efe4fe,1,1,-0.0,1.0,0,0,0,1,1,en
8eed47f1b17a65a54abfa1d569799c590eac8007,1,1,-0.0,1.0,1,0,0,0,1,en
8b055f9ccd9e89f5b84769efb1e75b32e21c252c,1,1,-0.0,1.0,1,0,0,0,1,en
0c7e6fdfb5246ad44b46d79d42a136d62b863c5b,1,1,-0.0,1.0,1,0,0,0,1,pt
c5407c868c50c903be2fff754f789ca24fd0d443,1,1,-0.0,1.0,1,0,0,0,1,en
a51a42b05fbfce7d5c412b9a9f729cd81aa7f05e,1,1,-0.0,1.0,0,0,1,0,1,en
670ba12dd0b06524945a36a4a40ab5678c3b6393,1,1,-0.0,1.0,1,0,0,0,1,fr
beff1d337f22a5532e2d3d78a6f4489a81605e07,1,1,-0.0,1.0,1,0,0,0,1,en
03e9af9053f17272a2541f04308d98585ccd3af0,1,1,-0.0,1.0,0,0,1,0,1,fr
0610ac6f32544097c3740d5ab159d841173f4d56,1,1,-0.0,1.0,1,0,0,0,1,fr
92a3ac7bc86436c9391e5ca44fac08941145a844,1,1,-0.0,1.0,0,0,0,1,1,fr
3ee260d7e39b7ad2935613008e9d2830606d1189,1,1,-0.0,1.0,0,1,0,0,1,pt
99ba05eb9868e3cfa49ace7309a234f105380746,1,1,-0.0,1.0,0,0,0,1,1,it
89f39cc70a25bbc428fff2e837be04c020cb1464,1,1,-0.0,1.0,0,0,0,1,1,pt
8fc36e51adfec74047ca17159a334b7a9204dd36,1,1,-0.0,1.0,1,0,0,0,1,en
40f71c38a713745127a19d349b18e095d93a8d0f,1,1,-0.0,1.0,1,0,0,0,1,en
dbc79776eb00c0baa987369c2abab773af799748,1,1,-0.0,1.0,0,0,0,1,1,pt
e7da56b224689ae2b80ec4d8cfbf7aacc49a7f95,1,1,-0.0,1.0,0,0,0,1,1,it
c727d0a46b6cb52e572a0ebb82ec9181c699bac3,1,1,-0.0,1.0,1,0,0,0,1,hi
cf36dc530fb753c2393a650f4022c8142837c882,1,1,-0.0,1.0,1,0,0,0,1,pt
b36a8e069ce03433526c5bb7c5efbda562e12769,1,1,-0.0,1.0,1,0,0,0,1,en
38ed0e66b1268c6f891802c896dae1bc0f0be027,1,1,-0.0,1.0,1,0,0,0,1,it
0be5b7da8e668f1012b36c7da5832a4732a670d0,1,1,-0.0,1.0,1,0,0,0,1,pt
1fabc7aae20b63f66e852f224d42119a05c9da13,1,1,-0.0,1.0,0,0,0,1,1,en
45310377b8fe2e055f089a2439e7d0af9a818859,1,1,-0.0,1.0,0,0,0,1,1,pt
1ee21050d2deed8c7750c7edbfe66ce6c7a44912,1,1,-0.0,1.0,0,1,0,0,1,it
f9e4fdf2f7ed7ffab1a6d55463b7f550a0906cbb,1,1,-0.0,1.0,1,0,0,0,1,fr
af40011c1a9c349344fd76461a9899cb360ae52a,1,1,-0.0,1.0,1,0,0,0,1,fr
ed20bf137a97002a804b530fe9d5e41ea097ee5e,1,1,-0.0,1.0,0,0,0,1,1,fr
82a23fc8ff8ad530ae6e4dae83a6fba0b45fbc68,1,1,-0.0,1.0,0,1,0,0,1,fr
e19507aafe8d973405adcd5696dd54fccd00174b,1,1,-0.0,1.0,1,0,0,0,1,fr
bd30fd749d66f38e124fa76de137d0d54e3a970f,1,1,-0.0,1.0,0,0,1,0,1,en
5b4e3cb29fd74202374657d3b8ff793d73870d69,1,1,-0.0,1.0,1,0,0,0,1,en
c0053aa0f3b7ff673ae47bf66277c12d73c9ebc6,1,1,-0.0,1.0,0,1,0,0,1,pt
f14e66c323c9c693525cbbe65e0744163b2201cf,1,1,-0.0,1.0,0,0,1,0,1,en
ffba6ba67885c91f79773f22590364f6927bdff1,1,1,-0.0,1.0,0,0,1,0,1,fr
52fa324428f34b80a82d14b9c6eb5043c2bedc7c,1,1,-0.0,1.0,0,0,1,0,1,hi
c76441f23719716cdc064708358fcdeace1ac9e2,1,1,-0.0,1.0,0,0,0,1,1,en
4e9fa6d30fb6197df062b92fcafaad09744ca5b7,1,1,-0.0,1.0,0,1,0,0,1,en
754f86c3c614934928b85c83e38e8765de5a956a,1,1,-0.0,1.0,0,0,0,1,1,en
6a793d43a244ddbcb0a5e52c4327bdaf15477ace,1,1,-0.0,1.0,1,0,0,0,1,en
0167609816e27a83c7d1bdaa3196f4f111e03217,1,1,-0.0,1.0,1,0,0,0,1,fr
d38319429696ad68226b33796c71548ed7d74458,1,1,-0.0,1.0,1,0,0,0,1,it
58fa0708795062df1221713790f841c633cad130,1,1,-0.0,1.0,0,0,0,1,1,hi
002d7e5ca9a47ea4c05e58658bfa3858d0142b98,1,1,-0.0,1.0,0,0,1,0,1,pt
0dfb5ddd8da602f3d0859e1b4169dad13fd88669,1,1,-0.0,1.0,0,0,0,1,1,pt
fcbb68df03860fbab1676a5447b61c1921a95ee4,1,1,-0.0,1.0,1,0,0,0,1,en
d076bad15294d97a01166c970dc8504f3828ec81,1,1,-0.0,1.0,0,0,1,0,1,it
541cf05598d7e3a559a93e4b9a3a4a1519323e0d,1,1,-0.0,1.0,0,1,0,0,1,en
181164c94ead86cf79736a7d179487e532bf555a,1,1,-0.0,1.0,1,0,0,0,1,fr
082a678c3be97154d48b02da2d823938429a5dad,1,1,-0.0,1.0,1,0,0,0,1,en
4187665bb5cc7ff2a727f984de02270635fbec5a,1,1,-0.0,1.0,1,0,0,0,1,en
5a27822eb079e5961793283ceb78933e4cbb1988,1,1,-0.0,1.0,1,0,0,0,1,pt
5cdba49d0e70570ea2c49a64ce2c65ded373aa82,1,1,-0.0,1.0,1,0,0,0,1,fr
5c6d16cd46dece751ede9689e7d92e6fcc7ad34a,1,1,-0.0,1.0,1,0,0,0,1,fr
03aba41667835badb0a9a6fafb859c57bbe4dcb8,1,1,-0.0,1.0,0,0,0,1,1,hi
deb12bd3b9ba2d91aa0337113d14fcc9ff338c6d,1,1,-0.0,1.0,0,0,1,0,1,en
d05e1982c2eaa32b492e3f7b39ca9b33228d7547,1,1,-0.0,1.0,1,0,0,0,1,en
a932f9bd6a389a945a4dd254b2dba32eceea5a38,1,1,-0.0,1.0,1,0,0,0,1,fr
137dba98b7ca6740416b5d41303f481085aabf91,1,1,-0.0,1.0,1,0,0,0,1,fr
4b5928858ef18ed7575797054050526442ff7ac5,1,1,-0.0,1.0,0,0,1,0,1,it
0613446f77f9c1204ab0605e1d3711505e34c3e5,1,1,-0.0,1.0,0,0,1,0,1,hi
59e411084d148ea16e6a4a05b0a36df04e63001c,1,1,-0.0,1.0,1,0,0,0,1,en
25fc97046423dc72d565977af54d0946581cbdb4,1,1,-0.0,1.0,1,0,0,0,1,fr
b60cc8866946107fbbd788259fbc7a128de6db4c,1,1,-0.0,1.0,1,0,0,0,1,it
802eeff69767859216cd07d2cc8f351d740551b7,1,1,-0.0,1.0,0,0,0,1,1,en
d2c64f63916159fb377fc74ba4ec71df9ac385f2,1,1,-0.0,1.0,0,0,1,0,1,pt
9edb2aae295a0a2dbfc93c27d6030bd048c9d21a,1,1,-0.0,1.0,0,0,1,0,1,en
674a383508f6b5ef6334a50831e6f055197dfcbc,1,1,-0.0,1.0,0,0,0,1,1,fr
b175e2b33ff1be5e2a6c8b28a2a7fa2d99d82c59,1,1,-0.0,1.0,0,0,1,0,1,hi
e91ee472d1e5523e396357fadb39e19fee4c2fe4,1,1,-0.0,1.0,1,0,0,0,1,it
156b5687efd9f068be2d25eda2bd4ac39cd312c3,1,1,-0.0,1.0,0,1,0,0,1,pt
5047656c98e6b1b242ed75f888cadea3dcec0427,1,1,-0.0,1.0,0,0,0,1,1,en
8473bd7c9963cf60c88d8e765e60a304529bf689,1,1,-0.0,1.0,0,0,0,1,1,pt
2bff4899a526f7e631714cfd1027417290ab5cd0,1,1,-0.0,1.0,1,0,0,0,1,it
f78e5af4ff78bee75d366ae957cd3a6fba1fa2e6,1,1,-0.0,1.0,1,0,0,0,1,it
02b7dc3f65764f92525df1a4968ae1fe461d06fb,1,1,-0.0,1.0,1,0,0,0,1,en
648cba078d4fb88d8ebda8ee0b9e8d1b4bd24db9,1,1,-0.0,1.0,1,0,0,0,1,fr
bd84a659c3376eeea15471b476759f0ab2f8c54b,1,1,-0.0,1.0,0,0,1,0,1,it
619baed50618e18537813b453e81bddbd577eece,1,1,-0.0,1.0,0,0,0,1,1,pt
9b1714021f7ff354d6fd817ee03ddae80fc0d98f,1,1,-0.0,1.0,1,0,0,0,1,en
46e512d3bf7194ee6fdce580a9feed1fb845745b,1,1,-0.0,1.0,1,0,0,0,1,pt
def824fc6db42e825d8aebab99ccc787dc778460,1,1,-0.0,1.0,0,1,0,0,1,pt
131b989b66d9b20da23e74168e6ac5b3e32b0ebb,1,1,-0.0,1.0,0,1,0,0,1,it
6791f242319b3ac02736ac2b730158249b6dda92,1,1,-0.0,1.0,0,0,1,0,1,en
26fc339f3a687727f0ac5c5df75676f0c563de41,1,1,-0.0,1.0,0,1,0,0,1,pt
6e1e5597f96ef797384c660872bd277cbe56745f,1,1,-0.0,1.0,0,0,0,1,1,it
70d6af83f6aa67fe19f63d77adff8216323d2b9c,1,1,-0.0,1.0,0,1,0,0,1,en
233a6e2deb4562d3b849ab89b8bd0f6f92202724,1,1,-0.0,1.0,0,1,0,0,1,en
5262c27376651ca200ec6a7575549018e33b061c,1,1,-0.0,1.0,1,0,0,0,1,en
5979d41cb6865547aa52e0552860d3def156b33d,1,1,-0.0,1.0,0,0,1,0,1,pt
e5f53e2c81946362692b723668d6b1c672680ee2,1,1,-0.0,1.0,1,0,0,0,1,en
3e9661f27e1b5ca1b3951d80f5a16b9157dd384f,1,1,-0.0,1.0,1,0,0,0,1,it
3509d762ba957d92d67c157de8ee588072f4d450,1,1,-0.0,1.0,0,0,1,0,1,en
bac2965edceede134ddb3ba8e9c9329637d1ede7,1,1,-0.0,1.0,1,0,0,0,1,en
e4f3f05350e29513dee1e6bf10e563e0174505db,1,1,-0.0,1.0,0,0,0,1,1,hi
8051a32ea0a4f2e48a6034b5e37abd4252c4808b,1,1,-0.0,1.0,1,0,0,0,1,hi
925bbdd83c620b3092c6ceb63445268b7573cbdc,1,1,-0.0,1.0,0,1,0,0,1,pt
7dc6aeae1a866d3cf8efb9113e24a5f769ee4380,1,1,-0.0,1.0,0,1,0,0,1,it
fd15fb49228315ce359af4aad3314802a3b70bf2,1,1,-0.0,1.0,1,0,0,0,1,en
1cdebd37ace6ec976646fd43d5a4bc3d76347574,1,1,-0.0,1.0,1,0,0,0,1,it
4637c5bf0e6675cfc247faa46827ca87575125f9,1,1,-0.0,1.0,1,0,0,0,1,fr
1bb320990c10cb188e0aa5b3a955a1882b61d750,1,1,-0.0,1.0,0,1,0,0,1,pt
5eb3990a69ece01a3ac7b80c2ee014c5d58f8012,1,1,-0.0,1.0,1,0,0,0,1,en
17c70c6041c34ff2cf3cb0fe5c7027698ee9c4cc,1,1,-0.0,1.0,0,0,0,1,1,fr
4e55882bb9fb5db078f5cc22cffe4c4de77b0ced,1,1,-0.0,1.0,0,1,0,0,1,en
b906a651aeb6b80556b7a1bced466e928d76d1e1,1,1,-0.0,1.0,1,0,0,0,1,it
fac5dd7a59b2889607d8b8815cb00bae42a6aa81,1,1,-0.0,1.0,1,0,0,0,1,en
cd59d24197bb0b2344e3e7e703122dba712ab35c,1,1,-0.0,1.0,0,0,0,1,1,pt
07c1d25f1d378403c42056642288cc477457bf9a,1,1,-0.0,1.0,1,0,0,0,1,it
c765fbdb5da2f03835e37f432e5a374e44e22e6b,1,1,-0.0,1.0,0,0,1,0,1,pt
5cddecc129443e64d5a50bd5dfe4bb975e68dfb1,1,1,-0.0,1.0,0,1,0,0,1,en
7d566f6730a4e3c607f89b51c1df44b04b412a1f,1,1,-0.0,1.0,0,0,0,1,1,en
28c9b8d2fd89a6590364caaf74fd604db708a534,1,1,-0.0,1.0,0,0,1,0,1,it
d9030dc05952c1efc909b75ee4816b03e85cee85,1,1,-0.0,1.0,1,0,0,0,1,hi
f6d227f157d2c500ee54ac9083629971aa624888,1,1,-0.0,1.0,1,0,0,0,1,en
8a57c1af036e2db0ee4b308abaddee2cb9985957,1,1,-0.0,1.0,0,1,0,0,1,hi
19083e961be26cb1804984b7267a0f1e47ae5f99,1,1,-0.0,1.0,1,0,0,0,1,fr
97613fbb2ce80767fcf231c89a3ec3d713858479,1,1,-0.0,1.0,0,0,0,1,1,it
0f4e208ab6bcd0f186654545bfe6e7d793784c24,1,1,-0.0,1.0,0,1,0,0,1,en
7ec01696c1bb6ab468c29a15c07cd52b80fd7d75,1,1,-0.0,1.0,1,0,0,0,1,hi
be0304b5fa23461f5ff3aead1c5215a46896e8f0,1,1,-0.0,1.0,1,0,0,0,1,en
62927d44d235b733c97a6e6c4bf56cf96c304e59,1,1,-0.0,1.0,0,0,0,1,1,fr
0ca172c40f76e7772119e55276e1982569505f1f,1,1,-0.0,1.0,1,0,0,0,1,en
12a3ea2b46e9bb63de44926ef578ee4dea5615f4,1,1,-0.0,1.0,0,1,0,0,1,pt
951c575596dfe72127954c81b57e7b09ba70d8b3,1,1,-0.0,1.0,0,0,1,0,1,en
bc061bc96494acbc9c4834e5fa7af84ffc9923d5,1,1,-0.0,1.0,0,0,1,0,1,en
ffec04d04eb03416d29940cb369229cb9d125a51,1,1,-0.0,1.0,0,1,0,0,1,en
973de9388e215bf5fd2ad0526a2d556e6a8df46e,1,1,-0.0,1.0,0,0,1,0,1,pt
e8e10e87a5097dfd23f7fc646d18f9e687e9ddee,1,1,-0.0,1.0,0,0,1,0,1,hi
40cb8a75ccf1b9c8edbe09f04c7979dce9b2f878,1,1,-0.0,1.0,1,0,0,0,1,fr
a9f573dd437304f159ee1cfd9bef05d008750c3c,1,1,-0.0,1.0,0,0,1,0,1,en
87df04e2844485424b1bcc28375d8150c1bd9aed,1,1,-0.0,1.0,1,0,0,0,1,en
298534d96fb7b044c891a650017ab3f3c9fef687,1,1,-0.0,1.0,1,0,0,0,1,fr
450d2a4f7fe8c791d0e8367a5f3b70d2f380ee08,1,1,-0.0,1.0,1,0,0,0,1,it
1e03f9bfb878fb6050e1fa30cbed3eb6099104f9,1,1,-0.0,1.0,1,0,0,0,1,hi
16aed48070ae7bea48f71c5176001029990e9d7f,1,1,-0.0,1.0,0,1,0,0,1,en
c214f2a7392c2aeb191172f0764d68f548b2ac82,1,1,-0.0,1.0,0,1,0,0,1,fr
dbef84fe4956c4104ddf3ba71f1f2cd3e8f0fdf2,1,1,-0.0,1.0,0,1,0,0,1,it
27315178fd0b1792da255ebe1c08e07446ba8789,1,1,-0.0,1.0,0,1,0,0,1,en
eced6244a2df1c345ce771e094a397c5cfeb4bc5,1,1,-0.0,1.0,0,0,0,1,1,hi
e529c8a7f6b12e520eb67d3f5ea46e3889231c36,1,1,-0.0,1.0,1,0,0,0,1,it
ca73efd54fd543140c7f5b876bcd35aa274dfb52,1,1,-0.0,1.0,1,0,0,0,1,hi
0db9e61f3af05df2b2bd35ed315aa93feef9db3a,1,1,-0.0,1.0,0,0,1,0,1,hi
8eb149ecc2022f18d96cb4b1f7a3ceb50e1d785c,1,1,-0.0,1.0,1,0,0,0,1,en
b1d05a0f25b83361082851081bd05f84deb9d3c7,1,1,-0.0,1.0,0,1,0,0,1,en
4e59a5732aaaebdfbcd471a20bf9ce99f8630049,1,1,-0.0,1.0,1,0,0,0,1,fr
5556115dcb73804ba61f4a4f399ae856c3975f4b,1,1,-0.0,1.0,1,0,0,0,1,en
f41ccf9cf5b93a2ed2c5ca52cb8d41f6658a2d03,1,1,-0.0,1.0,0,1,0,0,1,hi
dd4da97870476874631628ddb5da0ab528816c75,1,1,-0.0,1.0,1,0,0,0,1,hi
f42cbb665720a48267ecde2701207cf3f2fc0d27,1,1,-0.0,1.0,0,0,0,1,1,fr
22519f1e9cb53ecf6a0b1f9619bbdf95715a1c3c,1,1,-0.0,1.0,0,0,0,1,1,en
b021f176d2a60a2b278784fd3fdda0214feee88c,1,1,-0.0,1.0,1,0,0,0,1,en
6f1c8183435e821696269ab3d463496b76edae7d,1,1,-0.0,1.0,0,0,0,1,1,hi
bd2916032bcbd2a9815a22dbb85291ec8cd68a1a,1,1,-0.0,1.0,1,0,0,0,1,en
f7bb418402244528483131b7c2a33b10f8918d79,1,1,-0.0,1.0,0,1,0,0,1,hi
af143b27614789758163b3d956ba11dab934dc10,1,1,-0.0,1.0,0,0,0,1,1,pt
fdf277be91f5fc2d103f66e157b69092d2150cfc,1,1,-0.0,1.0,0,0,0,1,1,pt
a4b03bab11f641ee9dbdeaac6ee9b85867bb44ab,1,1,-0.0,1.0,0,0,0,1,1,pt
b0bc5d85e4be6aebd4d740932c9ab7bbb3f8475d,1,1,-0.0,1.0,1,0,0,0,1,pt
ebab3b0980fc72062771a343464f432236f6dacd,1,1,-0.0,1.0,0,1,0,0,1,fr
3fed31d9998e6b1a884c89ff01066587e729fae9,1,1,-0.0,1.0,1,0,0,0,1,fr
936e6d3c52ab585bf824218c22fb9461f7fd6f03,1,1,-0.0,1.0,0,1,0,0,1,fr
bc231c885c8059198662988baba4601e264704db,1,1,-0.0,1.0,0,0,0,1,1,en
fad7c8b308806422bf5ef5583c63341ca937d1a1,1,1,-0.0,1.0,1,0,0,0,1,fr
78c311cffdae8f981bedd3c79134cdbbcc2b6c6f,1,1,-0.0,1.0,1,0,0,0,1,it
6682eb0727e46c6e9f0bb3bfc28138df9eb70985,1,1,-0.0,1.0,0,1,0,0,1,it
b28be3248411a93aec4e0d6237a78b581790cc04,1,1,-0.0,1.0,0,1,0,0,1,pt
